,old index,content 1,content 2
10,20040,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  5.91608     6.          6.08276272  6.16441393  6.3245554   6.40312433
  6.48074055  6.63324976  6.70820379  7.          7.48331499  7.54983425
  7.81024981  8.06225777  8.24621105  8.94427204  9.69536018 10.48808861
 10.77032948 12.24744892]","[2.304e+03 1.855e+03 1.238e+03 8.200e+02 6.870e+02 6.170e+02 5.270e+02
 3.460e+02 3.300e+02 3.220e+02 2.460e+02 2.390e+02 2.380e+02 1.910e+02
 1.750e+02 1.690e+02 1.200e+02 1.120e+02 1.060e+02 6.600e+01 6.200e+01
 5.700e+01 4.700e+01 4.500e+01 4.400e+01 3.400e+01 3.200e+01 3.100e+01
 2.400e+01 2.200e+01 2.100e+01 2.000e+01 1.500e+01 1.300e+01 1.200e+01
 1.000e+01 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00
 2.000e+00 1.000e+00]"
11,8222,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.65685415  5.74456263  5.83095169  5.91608     6.
  6.16441393  6.3245554   6.40312433  6.55743837  6.63324976  6.70820379
  7.07106781  7.21110249  7.28010988  7.6157732   7.81024981  8.
  8.36660004  8.60232544  8.71779823  9.21954441  9.43398094 10.48808861
 11.3578167  14.14213562]","[2.304e+03 1.889e+03 1.248e+03 8.080e+02 6.650e+02 6.060e+02 5.120e+02
 3.540e+02 3.430e+02 3.330e+02 2.420e+02 2.270e+02 1.620e+02 1.430e+02
 1.370e+02 1.090e+02 9.700e+01 9.600e+01 6.900e+01 6.400e+01 5.400e+01
 5.100e+01 5.000e+01 4.600e+01 4.000e+01 3.500e+01 3.000e+01 2.900e+01
 2.700e+01 1.900e+01 1.800e+01 1.700e+01 1.500e+01 1.300e+01 1.000e+01
 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00
 2.000e+00 1.000e+00]"
12,5490,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.63324976  6.70820379
  7.07106781  7.28010988  7.48331499  7.54983425  8.48528099  9.21954441
 11.3578167 ]","[2.304e+03 1.811e+03 1.156e+03 7.100e+02 6.040e+02 5.580e+02 4.720e+02
 2.920e+02 2.810e+02 2.710e+02 2.080e+02 1.930e+02 1.280e+02 1.130e+02
 1.050e+02 9.000e+01 8.000e+01 7.600e+01 3.600e+01 3.500e+01 3.100e+01
 2.800e+01 2.700e+01 2.400e+01 2.300e+01 2.100e+01 1.600e+01 1.400e+01
 1.300e+01 1.100e+01 1.000e+01 8.000e+00 6.000e+00 5.000e+00 4.000e+00
 2.000e+00 1.000e+00]"
13,6200,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.35889912 4.47213602 4.5825758  4.69041586 4.89897966 5.
 5.09901953 5.38516474 5.74456263 6.16441393 6.3245554  6.70820379
 7.         7.48331499 7.8740077  8.71779823 9.21954441]","[2.304e+03 1.735e+03 1.007e+03 5.050e+02 3.660e+02 3.140e+02 2.550e+02
 1.400e+02 1.350e+02 1.310e+02 8.400e+01 7.900e+01 7.700e+01 3.900e+01
 3.600e+01 3.400e+01 2.400e+01 2.000e+01 1.900e+01 1.000e+01 9.000e+00
 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00
 1.000e+00]"
14,11351,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.48074055
  6.63324976  6.70820379  7.          7.28010988  7.34846926  7.48331499
  7.6157732   7.81024981  7.8740077   8.06225777  8.24621105  8.48528099
  9.21954441  9.69536018 10.         10.19803905 10.29563046 11.40175438
 12.80624866]","[2.304e+03 1.895e+03 1.263e+03 7.980e+02 6.720e+02 6.290e+02 5.490e+02
 3.980e+02 3.830e+02 3.800e+02 3.090e+02 2.930e+02 2.910e+02 2.010e+02
 1.880e+02 1.830e+02 1.510e+02 1.400e+02 1.360e+02 9.200e+01 8.900e+01
 8.600e+01 7.500e+01 7.300e+01 6.700e+01 6.400e+01 6.000e+01 4.900e+01
 4.400e+01 4.300e+01 4.000e+01 3.100e+01 2.900e+01 2.400e+01 2.300e+01
 2.100e+01 2.000e+01 1.900e+01 1.700e+01 1.600e+01 1.200e+01 9.000e+00
 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
15,20745,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.47213602 4.5825758  4.69041586 4.89897966 5.         5.09901953
 5.38516474 5.47722578 5.65685415 5.74456263 5.83095169 6.
 6.08276272 6.16441393 6.3245554  6.40312433 6.48074055 6.63324976
 6.70820379 6.92820311 7.         7.21110249 7.28010988 7.48331499
 7.54983425 7.6157732  7.68114567 8.06225777 8.1240387  8.24621105
 9.21954441]","[2.304e+03 1.919e+03 1.277e+03 8.070e+02 6.590e+02 6.000e+02 5.070e+02
 3.540e+02 3.370e+02 3.320e+02 2.640e+02 2.490e+02 1.800e+02 1.630e+02
 1.590e+02 1.290e+02 1.200e+02 1.130e+02 7.800e+01 7.600e+01 7.400e+01
 6.200e+01 6.000e+01 4.500e+01 4.300e+01 4.100e+01 3.600e+01 3.100e+01
 2.900e+01 2.300e+01 2.000e+01 1.900e+01 1.800e+01 1.500e+01 1.300e+01
 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00
 1.000e+00]"
16,26375,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.65685415  5.74456263  6.          6.08276272  6.16441393
  6.3245554   6.40312433  6.48074055  6.63324976  7.          7.28010988
  7.48331499  7.6157732  11.18033981]","[2.304e+03 1.761e+03 1.077e+03 6.630e+02 5.430e+02 4.790e+02 4.170e+02
 2.470e+02 2.380e+02 2.320e+02 1.890e+02 1.790e+02 1.110e+02 9.900e+01
 9.300e+01 7.100e+01 6.100e+01 5.900e+01 4.000e+01 3.700e+01 3.100e+01
 2.800e+01 2.700e+01 2.300e+01 1.400e+01 1.000e+01 9.000e+00 8.000e+00
 6.000e+00 5.000e+00 3.000e+00 2.000e+00 1.000e+00]"
17,10974,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.63324976  6.70820379
  7.          7.28010988  7.34846926  7.48331499  7.6157732   7.81024981
  8.06225777  8.30662346  8.48528099  8.54400349  8.60232544  8.71779823
  9.1651516   9.21954441  9.43398094 10.29563046 11.         11.18033981
 11.57583714]","[2.304e+03 1.811e+03 1.193e+03 7.780e+02 6.280e+02 5.850e+02 4.900e+02
 3.400e+02 3.260e+02 3.160e+02 2.520e+02 2.470e+02 1.970e+02 1.750e+02
 1.690e+02 1.380e+02 1.250e+02 1.240e+02 8.900e+01 8.400e+01 8.300e+01
 7.400e+01 7.100e+01 6.500e+01 6.300e+01 6.000e+01 4.900e+01 4.400e+01
 4.000e+01 3.600e+01 3.300e+01 3.000e+01 2.900e+01 2.700e+01 2.600e+01
 2.400e+01 2.100e+01 2.000e+01 1.700e+01 1.600e+01 1.500e+01 1.300e+01
 1.000e+01 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
18,6112,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.16441393  6.3245554   6.40312433  6.48074055  6.55743837  6.63324976
  6.70820379  7.07106781  7.28010988  7.34846926  7.48331499  7.54983425
  7.81024981  7.8740077   8.06225777  8.30662346  8.54400349  9.11043358
  9.38083172 10.63014603 11.18033981]","[2.304e+03 1.682e+03 9.380e+02 5.780e+02 4.510e+02 4.260e+02 3.520e+02
 2.610e+02 2.540e+02 2.500e+02 2.050e+02 1.970e+02 1.410e+02 1.270e+02
 1.200e+02 9.700e+01 8.500e+01 8.200e+01 5.900e+01 5.800e+01 5.600e+01
 4.800e+01 4.600e+01 4.200e+01 4.100e+01 3.800e+01 3.600e+01 3.500e+01
 3.400e+01 3.200e+01 2.700e+01 2.600e+01 2.200e+01 1.900e+01 1.600e+01
 1.400e+01 1.200e+01 1.000e+01 9.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 1.000e+00]"
19,9144,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.63324976
  6.70820379  7.          7.07106781  7.21110249  7.28010988  7.34846926
  7.48331499  7.54983425  7.81024981  7.8740077   8.06225777  8.18535233
  8.24621105  8.30662346  8.60232544  8.94427204  9.21954441  9.2736187
  9.43398094 10.48808861 11.18033981 13.15294647 16.27882004]","[2.304e+03 2.000e+03 1.448e+03 9.870e+02 8.410e+02 7.820e+02 6.640e+02
 4.430e+02 4.330e+02 4.130e+02 3.200e+02 3.030e+02 2.140e+02 1.980e+02
 1.890e+02 1.510e+02 1.350e+02 1.290e+02 1.280e+02 9.100e+01 8.800e+01
 8.300e+01 7.000e+01 6.700e+01 5.900e+01 5.700e+01 5.500e+01 4.500e+01
 4.100e+01 3.700e+01 3.600e+01 3.000e+01 2.700e+01 2.600e+01 2.400e+01
 2.300e+01 2.200e+01 2.100e+01 1.900e+01 1.800e+01 1.500e+01 1.400e+01
 1.200e+01 1.000e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
20,239,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263
  5.83095169  6.          6.16441393  6.3245554   6.40312433  6.48074055
  6.55743837  6.63324976  6.70820379  6.78233004  6.92820311  7.
  7.21110249  7.28010988  7.34846926  7.48331499  7.54983425  7.6157732
  7.81024981  7.8740077   8.          8.06225777  8.1240387   8.24621105
  8.30662346  8.36660004  8.48528099  8.54400349  8.60232544  8.71779823
  9.1651516   9.21954441  9.43398094  9.48683262 10.2469511  10.29563046
 10.39230442 10.44030666 10.48808861 10.63014603 10.95445156 11.18033981
 11.40175438 11.70469952 11.7473402  11.87434196 12.04159451 12.16552544
 13.15294647 13.41640759 13.49073792]","[2.304e+03 1.517e+03 1.063e+03 8.030e+02 6.940e+02 6.580e+02 5.980e+02
 4.790e+02 4.620e+02 4.540e+02 3.930e+02 3.790e+02 3.780e+02 3.090e+02
 2.920e+02 2.810e+02 2.520e+02 2.320e+02 2.270e+02 2.260e+02 1.780e+02
 1.760e+02 1.720e+02 1.580e+02 1.570e+02 1.430e+02 1.370e+02 1.210e+02
 1.060e+02 1.050e+02 1.040e+02 9.700e+01 8.400e+01 8.300e+01 8.200e+01
 8.000e+01 7.800e+01 6.800e+01 6.400e+01 5.400e+01 4.900e+01 4.800e+01
 4.700e+01 4.500e+01 4.400e+01 4.200e+01 4.000e+01 3.600e+01 3.400e+01
 3.300e+01 3.100e+01 3.000e+01 2.900e+01 2.800e+01 2.600e+01 2.400e+01
 2.200e+01 2.100e+01 2.000e+01 1.900e+01 1.800e+01 1.700e+01 1.600e+01
 1.300e+01 1.200e+01 1.100e+01 1.000e+01 9.000e+00 8.000e+00 6.000e+00
 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
21,6703,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.65685415  5.74456263  5.83095169  6.          6.16441393
  6.3245554   6.40312433  6.63324976  6.70820379  6.92820311  7.
  7.07106781  7.21110249  7.28010988  7.34846926  7.48331499  7.54983425
  7.6157732   7.81024981  8.06225777  8.48528099  8.83176041  9.11043358
  9.43398094  9.48683262  9.69536018 10.19803905 11.18033981 11.87434196
 13.03840446]","[2.304e+03 1.634e+03 1.053e+03 6.780e+02 5.550e+02 5.160e+02 4.680e+02
 3.500e+02 3.360e+02 3.280e+02 2.620e+02 2.530e+02 1.870e+02 1.750e+02
 1.710e+02 1.350e+02 1.250e+02 1.210e+02 9.700e+01 9.400e+01 8.100e+01
 7.600e+01 6.800e+01 6.600e+01 5.200e+01 4.500e+01 4.000e+01 3.400e+01
 3.300e+01 3.100e+01 3.000e+01 2.600e+01 2.300e+01 2.200e+01 1.900e+01
 1.800e+01 1.700e+01 1.500e+01 1.300e+01 1.200e+01 1.100e+01 1.000e+01
 9.000e+00 8.000e+00 7.000e+00 5.000e+00 3.000e+00 2.000e+00 1.000e+00]"
