,old index,content 1,content 2
10,16167,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.63324976
  6.70820379  6.92820311  7.          7.28010988  7.34846926  7.48331499
  7.6157732   7.81024981  7.8740077   8.24621105  8.30662346  8.48528099
  8.54400349  9.          9.21954441  9.2736187   9.43398094 10.29563046
 10.63014603 11.18033981 12.24744892 13.15294647 14.28285694 15.
 19.1311264 ]","[2.304e+03 1.757e+03 1.148e+03 7.890e+02 6.500e+02 6.000e+02 5.270e+02
 3.680e+02 3.620e+02 3.490e+02 2.740e+02 2.590e+02 2.580e+02 1.740e+02
 1.610e+02 1.550e+02 1.320e+02 1.230e+02 1.190e+02 7.700e+01 7.400e+01
 7.200e+01 6.200e+01 5.800e+01 5.600e+01 5.400e+01 5.200e+01 4.600e+01
 4.200e+01 3.900e+01 3.500e+01 3.400e+01 3.300e+01 2.900e+01 2.800e+01
 2.500e+01 2.400e+01 2.300e+01 2.200e+01 1.800e+01 1.700e+01 1.600e+01
 1.500e+01 1.400e+01 1.200e+01 1.100e+01 1.000e+01 9.000e+00 8.000e+00
 7.000e+00 6.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
11,7510,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.3245554   6.40312433  6.63324976  6.70820379  7.          7.07106781
  7.28010988  7.34846926  7.54983425  7.6157732   7.81024981  8.06225777
  9.21954441  9.43398094  9.48683262 10.04987526 12.24744892 15.13274574]","[2.304e+03 1.731e+03 1.061e+03 6.390e+02 5.160e+02 4.680e+02 4.230e+02
 2.930e+02 2.830e+02 2.810e+02 2.230e+02 2.110e+02 1.440e+02 1.330e+02
 1.270e+02 1.100e+02 1.000e+02 9.900e+01 6.500e+01 6.300e+01 5.800e+01
 4.800e+01 4.700e+01 3.900e+01 3.100e+01 2.700e+01 2.500e+01 2.300e+01
 1.800e+01 1.700e+01 1.400e+01 1.100e+01 1.000e+01 9.000e+00 8.000e+00
 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
12,18513,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.47213602 4.5825758  4.69041586 4.89897966 5.         5.09901953
 5.19615221 5.38516474 5.47722578 5.65685415 5.74456263 5.83095169
 6.         6.08276272 6.16441393 6.3245554  6.40312433 6.63324976
 6.70820379 7.         7.28010988 7.34846926 7.54983425 7.6157732
 7.81024981 8.06225777 8.24621105 8.30662346 8.48528099 8.94427204
 9.21954441 9.69536018 9.79795933 9.89949512]","[2.304e+03 1.374e+03 9.660e+02 6.640e+02 5.600e+02 5.180e+02 4.630e+02
 3.350e+02 3.240e+02 3.170e+02 2.600e+02 2.420e+02 1.700e+02 1.640e+02
 1.580e+02 1.350e+02 1.190e+02 1.180e+02 1.170e+02 7.700e+01 7.400e+01
 7.200e+01 6.600e+01 6.300e+01 5.700e+01 5.500e+01 5.400e+01 4.000e+01
 3.300e+01 2.900e+01 2.400e+01 2.300e+01 1.800e+01 1.500e+01 1.400e+01
 1.300e+01 1.100e+01 1.000e+01 8.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
13,10810,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.48074055  6.63324976
  6.70820379  6.92820311  7.          7.07106781  7.21110249  7.28010988
  7.48331499  7.54983425  7.81024981  7.8740077   8.06225777  8.24621105
  8.48528099  8.60232544  8.71779823  8.83176041  8.94427204  9.21954441
  9.84885788 10.         10.19803905 11.53256226]","[2.304e+03 1.710e+03 1.076e+03 7.200e+02 6.020e+02 5.700e+02 5.220e+02
 4.050e+02 4.000e+02 3.950e+02 3.340e+02 3.190e+02 2.490e+02 2.290e+02
 2.210e+02 1.890e+02 1.810e+02 1.790e+02 1.290e+02 1.260e+02 1.200e+02
 1.100e+02 1.040e+02 9.300e+01 9.100e+01 8.300e+01 7.000e+01 5.900e+01
 5.800e+01 5.300e+01 4.100e+01 4.000e+01 3.900e+01 3.800e+01 3.500e+01
 2.900e+01 2.600e+01 2.100e+01 2.000e+01 1.900e+01 1.700e+01 1.500e+01
 1.300e+01 1.200e+01 1.100e+01 1.000e+01 8.000e+00 6.000e+00 5.000e+00
 4.000e+00 2.000e+00 1.000e+00]"
14,1332,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  5.91608
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.48074055
  6.63324976  6.70820379  7.          7.07106781  7.21110249  7.28010988
  7.34846926  7.48331499  7.54983425  7.68114567  7.81024981  8.06225777
  8.24621105  8.30662346  8.48528099  8.54400349  8.71779823  8.77496433
  8.83176041  9.          9.21954441  9.48683262  9.69536018  9.79795933
 10.09950447 10.19803905 11.18033981 11.7473402  12.88409901 13.41640759]","[2.304e+03 1.881e+03 1.388e+03 1.021e+03 9.060e+02 8.490e+02 7.700e+02
 6.030e+02 5.910e+02 5.720e+02 4.830e+02 4.660e+02 3.480e+02 3.230e+02
 3.120e+02 2.700e+02 2.450e+02 2.360e+02 1.680e+02 1.670e+02 1.580e+02
 1.370e+02 1.320e+02 1.310e+02 1.210e+02 1.200e+02 1.130e+02 9.100e+01
 8.000e+01 7.900e+01 7.100e+01 5.500e+01 5.300e+01 4.800e+01 4.700e+01
 4.200e+01 4.100e+01 3.500e+01 3.300e+01 3.200e+01 3.000e+01 2.400e+01
 2.100e+01 2.000e+01 1.800e+01 1.700e+01 1.600e+01 1.500e+01 1.300e+01
 1.200e+01 1.100e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
15,14195,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.48074055
  6.63324976  6.70820379  6.78233004  7.          7.07106781  7.21110249
  7.28010988  7.34846926  7.48331499  7.54983425  7.81024981  7.8740077
  8.          8.06225777  8.1240387   8.24621105  8.30662346  8.36660004
  8.48528099  8.60232544  8.71779823  8.94427204  9.21954441 11.18033981
 11.3578167 ]","[2.304e+03 1.615e+03 1.253e+03 9.870e+02 8.800e+02 8.400e+02 7.700e+02
 6.400e+02 6.290e+02 6.180e+02 5.370e+02 5.220e+02 4.040e+02 3.720e+02
 3.570e+02 3.110e+02 2.800e+02 2.760e+02 2.750e+02 2.160e+02 2.090e+02
 2.000e+02 1.750e+02 1.620e+02 1.440e+02 1.400e+02 1.340e+02 1.100e+02
 9.900e+01 9.700e+01 9.100e+01 7.600e+01 7.400e+01 6.800e+01 6.100e+01
 5.700e+01 4.600e+01 4.100e+01 3.400e+01 3.000e+01 2.900e+01 2.700e+01
 2.600e+01 2.400e+01 2.300e+01 1.600e+01 1.300e+01 1.200e+01 1.100e+01
 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
16,27077,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.35889912 4.47213602 4.5825758  4.69041586 4.89897966 5.
 5.38516474 5.65685415 5.74456263 5.83095169 6.         6.08276272
 6.3245554  6.40312433 6.63324976 7.         7.28010988 7.34846926
 7.48331499 7.54983425 8.24621105 9.69536018]","[2.304e+03 1.574e+03 8.600e+02 5.450e+02 4.310e+02 3.870e+02 3.490e+02
 2.280e+02 2.250e+02 2.180e+02 1.740e+02 1.650e+02 1.640e+02 1.010e+02
 8.900e+01 8.600e+01 6.700e+01 5.700e+01 2.500e+01 2.400e+01 1.900e+01
 1.600e+01 1.500e+01 1.400e+01 1.100e+01 1.000e+01 8.000e+00 7.000e+00
 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
17,16954,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.65685415  5.74456263  5.83095169  6.
  6.16441393  6.3245554   6.40312433  6.70820379  7.07106781  7.21110249
  7.28010988  7.48331499  7.81024981  8.24621105  8.94427204  9.1651516
  9.21954441 10.19803905 10.77032948 11.3578167  13.15294647 14.14213562]","[2.304e+03 1.817e+03 1.128e+03 6.550e+02 5.170e+02 4.540e+02 3.920e+02
 2.250e+02 2.230e+02 2.170e+02 1.670e+02 1.550e+02 1.540e+02 1.050e+02
 9.300e+01 9.100e+01 7.800e+01 7.200e+01 7.100e+01 4.800e+01 4.500e+01
 4.200e+01 3.800e+01 3.600e+01 3.500e+01 2.900e+01 2.600e+01 2.400e+01
 2.200e+01 2.100e+01 1.500e+01 1.400e+01 1.300e+01 1.100e+01 1.000e+01
 9.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 2.000e+00 1.000e+00]"
18,22559,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.55743837
  6.63324976  6.70820379  6.78233004  7.          7.07106781  7.21110249
  7.28010988  7.34846926  7.48331499  7.54983425  7.81024981  7.8740077
  8.          8.06225777  8.1240387   8.30662346  8.48528099  8.77496433
  8.83176041  9.          9.1651516   9.21954441  9.2736187   9.48683262
 10.04987526 10.29563046 10.48808861 11.18033981 11.57583714 12.08304596
 12.32882786]","[2.304e+03 1.978e+03 1.453e+03 1.038e+03 8.950e+02 8.430e+02 7.400e+02
 5.580e+02 5.440e+02 5.330e+02 4.360e+02 4.240e+02 4.230e+02 3.090e+02
 2.830e+02 2.740e+02 2.350e+02 2.190e+02 2.070e+02 1.580e+02 1.550e+02
 1.470e+02 1.290e+02 1.210e+02 1.080e+02 1.060e+02 1.010e+02 8.700e+01
 7.800e+01 7.600e+01 6.700e+01 6.100e+01 6.000e+01 5.700e+01 5.600e+01
 5.400e+01 4.400e+01 4.300e+01 3.500e+01 3.400e+01 3.000e+01 2.800e+01
 2.700e+01 2.400e+01 2.300e+01 2.200e+01 2.000e+01 1.800e+01 1.700e+01
 1.600e+01 1.400e+01 1.200e+01 1.100e+01 9.000e+00 8.000e+00 7.000e+00
 6.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
19,2495,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.65685415  5.74456263  5.83095169  5.91608
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.48074055
  6.63324976  6.70820379  7.          7.07106781  7.21110249  7.28010988
  7.34846926  7.48331499  7.81024981  7.8740077   8.          8.06225777
  8.24621105  8.48528099  8.71779823  8.94427204  9.1651516   9.43398094
  9.69536018 10.67707825 10.77032948 15.13274574 24.08318901]","[2.304e+03 1.885e+03 1.256e+03 8.020e+02 6.840e+02 6.320e+02 5.440e+02
 3.720e+02 3.600e+02 3.500e+02 2.880e+02 2.740e+02 2.020e+02 1.900e+02
 1.850e+02 1.650e+02 1.440e+02 1.410e+02 1.380e+02 9.400e+01 8.800e+01
 7.800e+01 7.400e+01 7.300e+01 6.800e+01 6.400e+01 5.700e+01 4.500e+01
 3.900e+01 3.800e+01 3.500e+01 3.100e+01 2.900e+01 2.600e+01 2.400e+01
 2.100e+01 2.000e+01 1.900e+01 1.700e+01 1.600e+01 1.500e+01 1.300e+01
 1.200e+01 1.000e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
20,6361,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.63324976  6.70820379  7.
  7.07106781  7.21110249  7.28010988  7.48331499  7.54983425  8.06225777
  8.48528099  8.60232544  9.21954441  9.43398094  9.48683262  9.89949512
 10.77032948 11.57583714 12.52996445 13.15294647 14.0712471  15.13274574
 17.11724281]","[2.304e+03 1.591e+03 9.670e+02 6.660e+02 5.570e+02 5.270e+02 4.850e+02
 3.530e+02 3.380e+02 3.310e+02 2.790e+02 2.680e+02 2.050e+02 1.940e+02
 1.890e+02 1.490e+02 1.280e+02 1.260e+02 9.000e+01 8.800e+01 8.100e+01
 6.900e+01 6.500e+01 6.100e+01 5.800e+01 5.300e+01 4.700e+01 4.400e+01
 3.800e+01 3.500e+01 3.200e+01 2.700e+01 2.200e+01 1.900e+01 1.800e+01
 1.700e+01 1.600e+01 1.500e+01 1.300e+01 1.000e+01 9.000e+00 8.000e+00
 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
21,20191,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.35889912 4.47213602 4.5825758  4.69041586 4.89897966 5.
 5.09901953 5.19615221 5.38516474 5.47722578 5.65685415 5.74456263
 5.83095169 6.         6.16441393 6.3245554  6.40312433 6.55743837
 6.63324976 6.70820379 7.         7.21110249 7.28010988 7.48331499
 7.54983425 7.81024981 7.8740077  8.06225777 8.30662346 9.
 9.21954441]","[2.304e+03 1.876e+03 1.260e+03 8.050e+02 6.840e+02 6.310e+02 5.330e+02
 3.480e+02 3.330e+02 3.270e+02 2.570e+02 2.490e+02 2.460e+02 1.700e+02
 1.530e+02 1.470e+02 1.170e+02 1.070e+02 1.010e+02 1.000e+02 6.700e+01
 6.600e+01 6.400e+01 5.600e+01 5.100e+01 4.500e+01 4.100e+01 3.500e+01
 3.200e+01 3.100e+01 2.400e+01 2.000e+01 1.600e+01 1.500e+01 1.300e+01
 1.000e+01 9.000e+00 8.000e+00 7.000e+00 4.000e+00 3.000e+00 2.000e+00
 1.000e+00]"
