,old index,content 1,content 2
10,6129,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  5.91608     6.          6.08276272  6.16441393  6.3245554   6.40312433
  6.48074055  6.63324976  6.70820379  6.92820311  7.          7.07106781
  7.21110249  7.28010988  7.34846926  7.48331499  7.54983425  7.6157732
  7.81024981  7.8740077   8.06225777  8.1240387   8.24621105  8.30662346
  8.48528099  8.71779823  8.94427204  9.05538559  9.1651516   9.21954441
  9.43398094 10.19803905 10.29563046 10.39230442 10.72380543 11.91637516
 12.20655537 12.64911079]","[2.304e+03 1.983e+03 1.528e+03 1.184e+03 1.069e+03 1.022e+03 9.320e+02
 7.430e+02 7.310e+02 7.150e+02 6.260e+02 6.140e+02 4.980e+02 4.700e+02
 4.570e+02 3.900e+02 3.540e+02 3.440e+02 3.430e+02 2.620e+02 2.520e+02
 2.350e+02 2.040e+02 1.940e+02 1.920e+02 1.700e+02 1.650e+02 1.590e+02
 1.360e+02 1.200e+02 1.170e+02 9.500e+01 8.400e+01 8.100e+01 6.900e+01
 6.600e+01 6.200e+01 5.100e+01 4.700e+01 3.700e+01 3.300e+01 2.900e+01
 2.600e+01 2.500e+01 2.300e+01 2.100e+01 2.000e+01 1.800e+01 1.600e+01
 1.500e+01 1.400e+01 1.300e+01 1.100e+01 9.000e+00 8.000e+00 7.000e+00
 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
11,19954,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  5.91608
  6.          6.16441393  6.3245554   6.40312433  6.48074055  6.63324976
  6.70820379  7.07106781  7.28010988  7.34846926  7.48331499  7.54983425
  7.6157732   8.06225777  8.24621105  8.30662346  8.94427204  9.1651516
  9.38083172 10.04987526 10.19803905 11.3578167  12.32882786 12.52996445
 13.         13.15294647 13.30413437 15.1657505  15.26433754]","[2.304e+03 1.575e+03 8.770e+02 5.780e+02 4.820e+02 4.480e+02 3.860e+02
 2.820e+02 2.710e+02 2.680e+02 2.200e+02 2.120e+02 2.110e+02 1.490e+02
 1.390e+02 1.230e+02 1.150e+02 1.110e+02 8.300e+01 8.100e+01 7.900e+01
 7.400e+01 7.200e+01 7.100e+01 6.100e+01 5.800e+01 5.300e+01 4.400e+01
 4.300e+01 3.800e+01 3.500e+01 3.400e+01 3.200e+01 3.100e+01 2.800e+01
 2.500e+01 2.100e+01 1.900e+01 1.700e+01 1.600e+01 1.500e+01 1.400e+01
 1.300e+01 1.200e+01 1.100e+01 9.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
12,412,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  5.91608
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.63324976
  6.70820379  6.78233004  6.92820311  7.          7.07106781  7.21110249
  7.28010988  7.34846926  7.48331499  7.54983425  7.6157732   7.68114567
  7.81024981  7.8740077   8.06225777  8.24621105  8.54400349  8.66025448
  8.71779823  9.          9.05538559  9.1651516   9.21954441  9.2736187
  9.43398094  9.48683262  9.64365101  9.69536018  9.84885788 10.04987526
 10.29563046 11.18033981 12.04159451 12.08304596 12.84523296 13.41640759
 14.35270023]","[2.304e+03 1.747e+03 1.121e+03 7.990e+02 6.800e+02 6.270e+02 5.500e+02
 3.950e+02 3.890e+02 3.810e+02 3.210e+02 3.120e+02 2.410e+02 2.220e+02
 2.160e+02 1.850e+02 1.690e+02 1.670e+02 1.270e+02 1.240e+02 1.200e+02
 1.110e+02 1.080e+02 1.070e+02 1.040e+02 1.030e+02 1.000e+02 8.800e+01
 8.300e+01 8.000e+01 7.200e+01 7.100e+01 6.900e+01 6.500e+01 6.100e+01
 5.600e+01 4.800e+01 4.600e+01 4.400e+01 4.100e+01 4.000e+01 3.900e+01
 3.400e+01 3.300e+01 3.000e+01 2.700e+01 2.600e+01 2.500e+01 2.400e+01
 2.300e+01 2.200e+01 2.100e+01 1.800e+01 1.700e+01 1.600e+01 1.500e+01
 1.200e+01 1.000e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
13,4970,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263
  5.83095169  5.91608     6.          6.08276272  6.16441393  6.3245554
  6.40312433  6.63324976  6.70820379  6.78233004  6.92820311  7.
  7.07106781  7.21110249  7.28010988  7.48331499  7.54983425  7.6157732
  7.81024981  7.8740077   8.06225777  8.1240387   8.24621105  8.30662346
  8.48528099  8.54400349  8.60232544  8.94427204  9.          9.1651516
  9.21954441  9.2736187   9.43398094  9.84885788 10.09950447 10.19803905]","[2.304e+03 1.935e+03 1.421e+03 9.950e+02 8.870e+02 8.430e+02 7.810e+02
 6.050e+02 5.930e+02 5.690e+02 4.740e+02 4.600e+02 4.590e+02 3.310e+02
 3.020e+02 2.920e+02 2.540e+02 2.230e+02 2.150e+02 2.130e+02 1.550e+02
 1.520e+02 1.400e+02 1.210e+02 1.160e+02 1.150e+02 1.010e+02 9.900e+01
 9.400e+01 8.300e+01 7.100e+01 6.500e+01 5.800e+01 5.700e+01 5.500e+01
 5.200e+01 5.000e+01 4.700e+01 4.200e+01 4.000e+01 3.800e+01 3.700e+01
 3.200e+01 3.100e+01 2.900e+01 2.800e+01 2.400e+01 2.100e+01 1.800e+01
 1.700e+01 1.500e+01 1.300e+01 1.200e+01 1.100e+01 1.000e+01 9.000e+00
 6.000e+00 4.000e+00 3.000e+00 1.000e+00]"
14,18232,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263
  5.83095169  6.          6.08276272  6.16441393  6.3245554   6.40312433
  6.48074055  6.55743837  6.63324976  6.70820379  7.          7.07106781
  7.21110249  7.28010988  7.34846926  7.48331499  7.54983425  7.6157732
  7.81024981  7.8740077   8.06225777  8.1240387   8.24621105  8.30662346
  8.48528099  8.54400349  8.60232544  8.77496433  8.83176041  9.1651516
  9.21954441  9.2736187   9.43398094  9.48683262 10.04987526 10.19803905
 12.04159451 12.20655537 13.15294647 18.49324226 19.10497284 20.02498436]","[2.304e+03 1.939e+03 1.415e+03 1.045e+03 9.200e+02 8.740e+02 7.900e+02
 5.860e+02 5.720e+02 5.660e+02 4.830e+02 4.570e+02 4.550e+02 3.500e+02
 3.210e+02 3.120e+02 2.710e+02 2.500e+02 2.490e+02 2.480e+02 1.900e+02
 1.870e+02 1.770e+02 1.600e+02 1.550e+02 1.460e+02 1.440e+02 1.370e+02
 1.120e+02 1.040e+02 1.030e+02 1.020e+02 9.100e+01 7.800e+01 7.300e+01
 7.100e+01 6.700e+01 6.200e+01 6.100e+01 5.400e+01 5.100e+01 5.000e+01
 4.900e+01 4.700e+01 4.000e+01 3.800e+01 3.600e+01 3.300e+01 3.000e+01
 2.800e+01 2.600e+01 2.300e+01 2.200e+01 2.000e+01 1.800e+01 1.700e+01
 1.400e+01 1.300e+01 1.100e+01 7.000e+00 6.000e+00 5.000e+00 4.000e+00
 3.000e+00 2.000e+00 1.000e+00]"
15,13201,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.47213602 4.5825758  4.69041586 4.89897966 5.         5.09901953
 5.38516474 5.65685415 5.74456263 5.83095169 6.         6.16441393
 6.3245554  6.40312433 6.55743837 6.63324976 6.92820311 7.
 7.07106781 7.48331499 7.8740077  8.24621105 8.30662346 8.36660004]","[2.304e+03 1.278e+03 7.510e+02 5.160e+02 4.000e+02 3.800e+02 3.180e+02
 2.200e+02 2.160e+02 2.130e+02 1.750e+02 1.670e+02 1.120e+02 1.000e+02
 9.500e+01 7.000e+01 6.200e+01 6.100e+01 3.800e+01 3.700e+01 3.300e+01
 3.000e+01 2.600e+01 2.400e+01 1.800e+01 1.300e+01 1.200e+01 1.000e+01
 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 2.000e+00
 1.000e+00]"
16,4201,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.63324976
  6.70820379  7.          7.07106781  7.28010988  7.34846926  7.48331499
  7.54983425  7.81024981  7.8740077   8.24621105  8.36660004  8.54400349
  8.77496433  9.38083172  9.43398094 10.48808861]","[2.304e+03 1.793e+03 1.217e+03 8.280e+02 7.010e+02 6.540e+02 5.750e+02
 4.200e+02 4.030e+02 3.920e+02 3.270e+02 3.130e+02 3.120e+02 2.240e+02
 2.100e+02 2.080e+02 1.840e+02 1.640e+02 1.610e+02 1.120e+02 1.050e+02
 9.700e+01 7.900e+01 7.100e+01 5.800e+01 5.700e+01 5.200e+01 3.900e+01
 3.200e+01 3.000e+01 2.500e+01 2.200e+01 2.100e+01 1.700e+01 1.600e+01
 1.500e+01 1.300e+01 1.200e+01 1.100e+01 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
17,16319,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.47213602 4.5825758  4.69041586 4.89897966 5.         5.09901953
 5.38516474 5.65685415 5.74456263 5.83095169 5.91608    6.
 6.3245554  6.40312433 6.63324976 6.70820379 7.         7.07106781
 7.21110249 8.30662346 8.94427204]","[2.304e+03 1.637e+03 9.090e+02 4.880e+02 3.700e+02 3.230e+02 2.640e+02
 1.600e+02 1.480e+02 1.440e+02 1.160e+02 1.090e+02 7.300e+01 6.900e+01
 6.600e+01 5.700e+01 5.300e+01 5.200e+01 3.400e+01 3.100e+01 2.600e+01
 2.200e+01 2.000e+01 1.600e+01 1.300e+01 1.000e+01 8.000e+00 6.000e+00
 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
18,13675,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.63324976  6.70820379
  7.          7.21110249  7.28010988  7.48331499  7.54983425  7.81024981
  8.          8.06225777  8.24621105  8.30662346  8.48528099  8.83176041
  9.05538559  9.21954441  9.64365101 10.19803905 10.39230442 15.77973366
 19.        ]","[2.304e+03 1.810e+03 1.162e+03 7.580e+02 6.400e+02 5.840e+02 5.030e+02
 3.330e+02 3.240e+02 3.140e+02 2.620e+02 2.500e+02 1.910e+02 1.720e+02
 1.660e+02 1.370e+02 1.300e+02 1.260e+02 8.700e+01 8.200e+01 7.200e+01
 6.600e+01 6.100e+01 5.100e+01 5.000e+01 4.600e+01 3.400e+01 3.000e+01
 2.800e+01 2.600e+01 2.500e+01 2.400e+01 2.100e+01 2.000e+01 1.900e+01
 1.800e+01 1.700e+01 1.400e+01 1.100e+01 1.000e+01 9.000e+00 8.000e+00
 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
19,19526,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.16441393  6.3245554   6.40312433  6.63324976  6.70820379  6.92820311
  7.          7.21110249  7.28010988  7.34846926  7.48331499  7.54983425
  7.6157732   7.81024981  7.8740077   8.06225777  8.18535233  8.24621105
  8.30662346  8.48528099  8.54400349  8.71779823  9.          9.21954441
  9.69536018 10.04987526 10.09950447 10.19803905 11.53256226 11.83216   ]","[2.304e+03 1.544e+03 7.760e+02 4.490e+02 3.500e+02 3.170e+02 2.860e+02
 2.200e+02 2.110e+02 2.080e+02 1.730e+02 1.660e+02 1.290e+02 1.240e+02
 1.220e+02 1.130e+02 1.080e+02 1.070e+02 8.400e+01 8.000e+01 7.700e+01
 7.100e+01 6.500e+01 6.100e+01 6.000e+01 4.900e+01 4.700e+01 4.400e+01
 4.300e+01 4.200e+01 4.100e+01 4.000e+01 3.800e+01 3.700e+01 3.500e+01
 3.300e+01 3.200e+01 2.800e+01 2.600e+01 2.400e+01 2.300e+01 2.000e+01
 1.900e+01 1.800e+01 1.700e+01 1.500e+01 1.300e+01 1.100e+01 8.000e+00
 6.000e+00 5.000e+00 3.000e+00 2.000e+00 1.000e+00]"
20,6912,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.55743837
  6.70820379  6.92820311  7.          7.07106781  7.21110249  7.28010988
  7.34846926  7.54983425  7.81024981  8.24621105  8.48528099  9.21954441
 11.40175438]","[2.304e+03 1.821e+03 1.129e+03 7.280e+02 6.010e+02 5.480e+02 4.790e+02
 3.510e+02 3.400e+02 3.320e+02 2.740e+02 2.610e+02 2.590e+02 1.740e+02
 1.600e+02 1.500e+02 1.200e+02 1.060e+02 1.020e+02 6.700e+01 6.400e+01
 6.300e+01 4.800e+01 4.600e+01 4.100e+01 3.900e+01 3.600e+01 2.500e+01
 2.400e+01 2.300e+01 1.800e+01 1.700e+01 1.600e+01 1.400e+01 1.300e+01
 1.100e+01 8.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00
 1.000e+00]"
